Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H
TCGA-05-4244	2.46E+00	8.64E-01	2.62E+00	5.65E-01	1.98E+00	1.45E+00	9.80E-01	1.74E-01
TCGA-05-4249	3.75E+00	1.06E+00	4.04E+00	8.50E-01	2.65E+00	1.75E+00	1.15E+00	8.47E-01
TCGA-05-4250	3.25E+00	1.37E+00	3.81E+00	1.13E+00	2.82E+00	1.99E+00	1.13E+00	1.20E+00
TCGA-05-4382	1.89E+01	5.65E+00	2.01E+01	2.83E+00	8.35E+00	2.85E+00	1.88E+00	1.87E+00
TCGA-05-4384	1.87E+00	6.00E-01	2.18E+00	5.59E-01	1.61E+00	1.16E+00	7.79E-01	9.74E-01
TCGA-05-4389	1.39E+00	7.65E-01	2.04E+00	1.20E+00	2.19E+00	1.96E+00	1.20E+00	1.18E+00
TCGA-05-4390	6.17E+00	2.41E+00	6.60E+00	7.54E-01	4.25E+00	2.10E+00	1.35E+00	1.16E+00
TCGA-05-4395	2.81E+00	8.39E-01	3.40E+00	1.59E+00	2.36E+00	1.26E+00	1.05E+00	1.25E+00
TCGA-05-4396	9.79E+00	8.93E+00	2.72E+00	1.01E+00	2.72E+00	5.48E-01	9.52E-01	1.10E+00
TCGA-05-4397	6.30E+00	2.21E+00	5.62E+00	2.26E+00	4.40E+00	4.22E+00	1.44E+00	2.02E+00
TCGA-05-4398	7.66E+00	2.09E+00	7.46E+00	1.49E+00	4.54E+00	2.47E+00	1.63E+00	1.55E+00
TCGA-05-4402	5.19E-01	2.52E-01	1.01E+00	1.07E+00	1.24E+00	1.13E+00	5.18E-01	8.57E-01
TCGA-05-4403	1.60E+00	5.70E-01	1.88E+00	4.60E-01	1.71E+00	1.38E+00	1.00E+00	5.45E-01
TCGA-05-4405	3.74E+00	1.62E+00	3.73E+00	8.67E-01	2.75E+00	1.67E+00	1.13E+00	1.30E+00
TCGA-05-4410	1.05E+01	3.46E+00	1.19E+01	2.33E+00	6.45E+00	3.49E+00	1.66E+00	1.62E+00
TCGA-05-4415	3.16E+00	1.00E+00	3.12E+00	5.06E-01	1.86E+00	1.20E+00	7.01E-01	3.47E-01
TCGA-05-4417	3.93E+00	1.32E+00	4.19E+00	4.91E-01	2.85E+00	1.52E+00	8.07E-01	7.32E-01
TCGA-05-4418	2.81E+00	1.11E+00	3.51E+00	7.06E-01	2.90E+00	2.29E+00	1.09E+00	1.24E+00
TCGA-05-4420	3.28E+00	1.27E+00	3.15E+00	7.19E-01	2.49E+00	1.80E+00	9.24E-01	7.68E-01
TCGA-05-4422	6.56E-01	1.69E-01	6.73E-01	5.37E-01	7.22E-01	4.16E-01	4.15E-01	3.20E-01
TCGA-05-4424	6.69E+00	2.84E+00	6.74E+00	1.77E+00	3.94E+00	2.36E+00	1.36E+00	1.37E+00
TCGA-05-4425	2.47E-01	0.00E+00	4.71E-01	2.57E-01	5.12E-01	4.43E-01	4.92E-01	3.62E-01
TCGA-05-4426	5.39E-01	2.09E-01	6.26E-01	2.64E-01	7.02E-01	5.81E-01	6.43E-01	5.27E-01
TCGA-05-4427	9.86E+00	3.03E+00	9.63E+00	1.47E+00	5.44E+00	3.51E+00	1.54E+00	2.47E+00
TCGA-05-4430	3.92E+00	1.16E+00	3.70E+00	7.35E-01	2.42E+00	1.68E+00	7.75E-01	5.31E-01
TCGA-05-4432	6.43E+00	1.85E+00	6.04E+00	1.09E+00	4.16E+00	2.92E+00	1.55E+00	1.34E+00
TCGA-05-4433	1.66E-01	1.26E-01	3.43E-01	2.02E-01	3.28E-01	5.42E-01	6.28E-01	2.98E-01
TCGA-05-4434	3.03E-01	0.00E+00	7.47E-01	4.06E-01	8.76E-01	6.67E-01	6.13E-01	4.73E-01
TCGA-05-5420	1.34E+00	4.23E-01	1.44E+00	3.96E-01	1.24E+00	9.52E-01	7.86E-01	5.59E-01
TCGA-05-5423	1.95E+00	7.99E-01	1.93E+00	5.57E-01	1.39E+00	9.86E-01	8.48E-01	6.42E-01
TCGA-05-5425	6.82E+00	1.85E+00	6.50E+00	1.05E+00	4.29E+00	2.27E+00	1.34E+00	1.03E+00
TCGA-05-5428	3.94E+00	1.49E+00	4.07E+00	2.20E+00	3.05E+00	9.57E-01	1.01E+00	1.80E+00
TCGA-05-5429	3.08E-01	0.00E+00	3.83E-01	3.39E-01	4.38E-01	3.62E-01	5.08E-01	4.19E-01
TCGA-05-5715	6.78E-01	2.98E-01	7.20E-01	1.00E+00	8.45E-01	5.14E-01	7.54E-01	4.95E-01
TCGA-35-3615	1.30E+00	6.32E-01	1.12E+00	1.03E+00	1.04E+00	6.46E-01	5.90E-01	6.84E-01
TCGA-35-4122	3.09E+00	1.06E+00	3.32E+00	9.09E-01	3.47E+00	3.10E+00	1.01E+00	1.87E+00
TCGA-35-4123	3.85E+00	1.27E+00	4.03E+00	5.78E-01	2.89E+00	1.91E+00	8.21E-01	5.72E-01
TCGA-35-5375	4.21E+00	1.26E+00	4.22E+00	9.55E-01	2.90E+00	2.40E+00	1.17E+00	1.46E+00
TCGA-38-4625	6.72E+00	2.24E+00	7.28E+00	1.96E+00	4.15E+00	1.45E+00	1.04E+00	1.34E+00
TCGA-38-4626	4.26E+00	1.14E+00	4.54E+00	5.59E-01	2.30E+00	1.11E+00	4.83E-01	9.40E-01
TCGA-38-4627	2.96E-01	2.31E-01	4.79E-01	2.42E-01	4.51E-01	4.43E-01	4.52E-01	2.58E-01
TCGA-38-4628	1.64E+00	4.67E-01	1.74E+00	6.50E-01	1.82E+00	1.13E+00	8.46E-01	6.08E-01
TCGA-38-4629	2.98E+00	9.27E-01	3.36E+00	8.66E-01	2.44E+00	1.71E+00	1.00E+00	1.11E+00
TCGA-38-4630	7.36E-01	4.15E-01	7.98E-01	9.93E-01	1.18E+00	4.97E-01	8.07E-01	9.66E-01
TCGA-38-4631	9.26E+00	2.31E+00	9.02E+00	1.15E+00	5.91E+00	3.04E+00	1.27E+00	1.29E+00
TCGA-38-4632	5.49E+00	1.57E+00	5.29E+00	1.12E+00	4.17E+00	2.25E+00	1.33E+00	1.17E+00
TCGA-38-6178	1.12E+00	2.59E-01	1.10E+00	6.00E-01	1.26E+00	5.90E-01	5.96E-01	7.98E-01
TCGA-38-7271	1.66E+00	5.25E-01	1.58E+00	7.52E-01	1.04E+00	5.82E-01	3.18E-01	1.97E-01
TCGA-38-A44F	2.44E-01	1.41E-02	2.24E-01	1.17E-01	3.77E-01	2.68E-01	3.75E-01	2.68E-01
TCGA-44-2655	3.27E+00	1.05E+00	3.31E+00	5.60E-01	1.95E+00	1.03E+00	5.30E-01	5.07E-01
TCGA-44-2656	1.82E+01	6.68E+00	2.09E+01	1.78E+00	1.08E+01	5.56E+00	2.49E+00	1.50E+00
TCGA-44-2657	8.64E+00	3.30E+00	8.48E+00	1.84E+00	5.77E+00	3.24E+00	2.01E+00	1.13E+00
TCGA-44-2659	8.85E+00	3.28E+00	9.78E+00	1.19E+00	5.92E+00	2.52E+00	1.68E+00	8.88E-01
TCGA-44-2661	5.69E-01	1.41E-01	1.56E+00	5.00E-01	2.01E+00	1.29E+00	1.16E+00	9.14E-01
TCGA-44-2662	2.71E+00	7.00E-01	2.60E+00	3.17E+00	3.47E+00	1.53E+00	8.70E-01	2.09E+00
TCGA-44-2665	2.97E-01	2.34E-01	1.16E+00	8.80E-01	1.29E+00	1.93E+00	1.20E+00	1.67E+00
TCGA-44-2666	1.41E-02	1.76E-01	6.60E-01	4.86E-01	9.46E-01	1.36E+00	1.23E+00	8.52E-01
TCGA-44-2668	8.25E+00	2.83E+00	8.40E+00	1.93E+00	5.07E+00	2.85E+00	9.80E-01	1.47E+00
TCGA-44-3396	3.17E+00	7.52E-01	4.13E+00	2.01E+00	2.99E+00	1.90E+00	1.41E+00	1.71E+00
TCGA-44-3398	3.41E+00	1.20E+00	3.93E+00	1.39E+00	2.73E+00	2.92E+00	1.49E+00	1.07E+00
TCGA-44-3918	2.00E+01	7.33E+00	2.32E+01	2.49E+00	1.16E+01	6.40E+00	2.40E+00	1.68E+00
TCGA-44-3919	6.29E-01	2.33E-01	1.51E+00	8.19E-01	1.81E+00	1.56E+00	9.94E-01	3.22E-01
TCGA-44-4112	8.45E+00	3.63E+00	9.46E+00	2.54E+00	5.92E+00	3.37E+00	1.57E+00	2.28E+00
TCGA-44-5643	3.21E+00	7.37E-01	3.62E+00	1.24E+00	3.45E+00	1.24E+00	1.67E+00	1.09E+00
TCGA-44-5644	2.06E+01	5.74E+00	2.14E+01	2.41E+00	1.27E+01	5.41E+00	2.29E+00	1.83E+00
TCGA-44-5645	4.08E-01	0.00E+00	1.11E+00	0.00E+00	1.44E+00	1.36E+00	9.80E-01	7.66E-01
TCGA-44-6144	4.87E+00	1.50E+00	4.86E+00	9.59E-01	3.97E+00	2.93E+00	1.08E+00	1.83E+00
TCGA-44-6145	9.20E+00	2.56E+00	9.96E+00	9.76E-01	5.85E+00	2.57E+00	1.07E+00	1.54E+00
TCGA-44-6146	5.58E-01	3.12E-01	1.09E+00	3.23E-01	1.59E+00	1.03E+00	1.04E+00	8.38E-01
TCGA-44-6147	3.67E+00	1.05E+00	4.06E+00	6.64E-01	3.28E+00	1.53E+00	1.08E+00	1.39E+00
TCGA-44-6148	1.74E-01	1.45E-01	2.93E-01	0.00E+00	4.09E-01	5.21E-01	4.08E-01	5.37E-02
TCGA-44-6774	9.63E+00	2.17E+00	1.00E+01	8.55E-01	5.07E+00	2.80E+00	1.08E+00	1.18E+00
TCGA-44-6775	9.60E-01	5.24E-01	2.31E+00	6.51E-01	1.99E+00	2.06E+00	9.70E-01	6.13E-01
TCGA-44-6776	5.72E+00	1.63E+00	6.51E+00	7.53E-01	3.87E+00	2.30E+00	1.41E+00	9.16E-01
TCGA-44-6777	5.89E+00	2.09E+00	6.66E+00	2.80E+00	5.57E+00	3.66E+00	1.61E+00	2.23E+00
TCGA-44-6778	8.33E+00	2.37E+00	8.57E+00	1.13E+00	5.63E+00	4.44E+00	1.47E+00	2.10E+00
TCGA-44-6779	1.49E+00	6.08E-01	1.38E+00	5.82E-01	1.41E+00	7.34E-01	9.34E-01	5.82E-01
TCGA-44-7659	3.84E+00	1.25E+00	3.86E+00	7.77E-01	3.43E+00	2.79E+00	1.12E+00	1.01E+00
TCGA-44-7660	6.32E+00	1.65E+00	9.22E+00	1.79E+00	8.93E+00	7.07E+00	1.94E+00	1.62E+00
TCGA-44-7661	5.96E+00	2.24E+00	6.89E+00	1.69E+00	4.78E+00	2.71E+00	1.18E+00	8.34E-01
TCGA-44-7662	1.14E+01	3.14E+00	1.12E+01	2.09E+00	6.14E+00	3.53E+00	1.68E+00	1.83E+00
TCGA-44-7667	1.07E+01	2.43E+00	1.08E+01	1.39E+00	6.83E+00	3.78E+00	1.68E+00	1.98E+00
TCGA-44-7669	9.99E+00	2.63E+00	9.70E+00	1.36E+00	6.94E+00	5.13E+00	1.96E+00	2.28E+00
TCGA-44-7670	2.20E+01	7.06E+00	2.49E+01	3.74E+00	1.21E+01	4.28E+00	2.62E+00	3.03E+00
TCGA-44-7671	5.93E+00	1.39E+00	5.94E+00	9.13E-01	4.22E+00	2.66E+00	1.77E+00	8.29E-01
TCGA-44-7672	5.61E+00	1.12E+00	6.06E+00	9.97E-01	2.93E+00	1.85E+00	1.06E+00	6.77E-01
TCGA-44-8117	7.03E+00	2.60E+00	7.22E+00	1.11E+00	3.91E+00	2.57E+00	1.41E+00	8.88E-01
TCGA-44-8119	5.65E+00	2.24E+00	5.26E+00	8.99E-01	3.75E+00	2.39E+00	1.64E+00	1.52E+00
TCGA-44-8120	7.57E+00	2.03E+00	7.83E+00	1.01E+00	4.75E+00	2.39E+00	1.33E+00	1.03E+00
TCGA-44-A479	3.96E+00	1.56E+00	4.00E+00	7.02E-01	2.75E+00	1.43E+00	9.93E-01	6.68E-01
TCGA-44-A47A	1.90E+00	6.03E-01	1.84E+00	1.31E+00	1.87E+00	1.19E+00	1.04E+00	6.52E-01
TCGA-44-A47B	6.54E-01	2.77E-01	7.57E-01	2.27E-01	6.71E-01	5.87E-01	6.69E-01	5.99E-01
TCGA-44-A47G	7.15E-01	3.97E-01	1.15E+00	6.71E-01	9.92E-01	8.89E-01	7.31E-01	6.85E-01
TCGA-44-A4SS	4.44E+00	1.83E+00	4.37E+00	1.20E+00	3.43E+00	2.27E+00	1.15E+00	1.14E+00
TCGA-44-A4SU	2.36E+00	6.09E-01	2.18E+00	4.33E-01	1.69E+00	1.32E+00	1.09E+00	4.73E-01
TCGA-49-4486	1.08E+00	4.44E-01	1.43E+00	1.59E+00	1.70E+00	8.68E-01	7.71E-01	1.03E+00
TCGA-49-4487	4.40E+00	1.38E+00	4.68E+00	9.94E-01	2.89E+00	1.81E+00	8.19E-01	1.12E+00
TCGA-49-4488	3.32E+00	1.22E+00	3.30E+00	8.06E-01	1.87E+00	1.34E+00	6.72E-01	1.31E+00
TCGA-49-4490	1.16E-01	1.90E-01	7.45E-01	4.98E-01	7.01E-01	9.97E-01	8.74E-01	1.75E-01
TCGA-49-4494	2.82E+00	8.46E-01	3.05E+00	5.72E-01	2.02E+00	6.93E-01	7.97E-01	3.88E-01
TCGA-49-4501	3.05E-01	2.00E-01	3.57E-01	5.18E-01	6.10E-01	7.94E-01	7.90E-01	7.07E-01
TCGA-49-4505	3.33E+00	8.61E-01	3.48E+00	6.81E-01	1.76E+00	1.25E+00	8.85E-01	8.50E-01
TCGA-49-4506	1.76E+00	6.00E-01	1.92E+00	3.77E-01	1.33E+00	1.39E+00	7.12E-01	7.74E-01
TCGA-49-4507	2.40E+00	6.08E-01	2.66E+00	9.74E-01	2.27E+00	1.09E+00	9.81E-01	9.95E-01
TCGA-49-4510	7.90E-01	6.41E-01	9.20E-01	3.10E-01	8.78E-01	9.31E-01	3.10E-01	1.81E-01
TCGA-49-4512	5.50E-01	2.29E-01	6.18E-01	3.45E-01	6.75E-01	5.01E-01	5.98E-01	3.63E-01
TCGA-49-4514	3.35E+00	1.03E+00	3.80E+00	1.83E+00	2.48E+00	1.57E+00	1.05E+00	1.23E+00
TCGA-49-6742	1.67E+00	5.74E-01	1.22E+00	2.20E+00	2.45E+00	7.96E-01	1.16E+00	1.58E+00
TCGA-49-6743	5.93E+00	1.93E+00	6.09E+00	2.62E+00	5.95E+00	3.70E+00	1.25E+00	2.88E+00
TCGA-49-6744	3.40E+00	1.12E+00	2.99E+00	5.60E-01	2.38E+00	1.14E+00	6.96E-01	5.94E-01
TCGA-49-6745	3.77E-01	3.61E-01	8.16E-01	1.30E+00	1.30E+00	1.19E+00	9.52E-01	7.97E-01
TCGA-49-6761	3.24E+00	2.95E+00	1.74E+00	1.37E+00	1.66E+00	1.43E+00	8.44E-01	1.15E+00
TCGA-49-6767	5.64E+00	1.81E+00	5.45E+00	9.11E-01	3.30E+00	2.36E+00	8.92E-01	1.12E+00
TCGA-49-AAQV	5.76E-01	1.18E-01	7.93E-01	6.95E-01	8.55E-01	8.24E-01	6.96E-01	2.55E-01
TCGA-49-AAR0	1.90E+00	5.62E-01	2.05E+00	7.15E-01	1.81E+00	9.65E-01	7.00E-01	9.26E-01
TCGA-49-AAR2	5.27E+00	1.59E+00	5.33E+00	6.27E-01	3.15E+00	1.84E+00	8.66E-01	6.58E-01
TCGA-49-AAR3	1.76E+00	6.29E-01	1.60E+00	5.37E-01	1.53E+00	1.32E+00	8.91E-01	5.45E-01
TCGA-49-AAR4	5.34E+00	1.78E+00	5.76E+00	1.99E+00	3.59E+00	1.80E+00	6.71E-01	1.23E+00
TCGA-49-AAR9	8.04E+00	1.84E+00	7.63E+00	9.31E-01	5.29E+00	2.28E+00	1.45E+00	9.07E-01
TCGA-49-AARE	1.31E+01	4.46E+00	1.36E+01	1.94E+00	7.35E+00	3.82E+00	1.95E+00	1.68E+00
TCGA-49-AARN	5.98E+00	1.69E+00	5.79E+00	2.02E+00	5.05E+00	6.37E+00	2.35E-01	7.06E+00
TCGA-49-AARO	7.37E+00	2.69E+00	7.92E+00	9.99E-01	3.93E+00	1.59E+00	3.76E-01	4.94E-01
TCGA-49-AARQ	7.96E+00	2.17E+00	7.93E+00	2.01E+00	4.76E+00	2.20E+00	1.09E+00	1.22E+00
TCGA-49-AARR	8.57E-02	0.00E+00	1.15E-01	0.00E+00	6.94E-02	9.90E-02	1.12E-01	3.00E-02
TCGA-4B-A93V	2.00E+00	7.77E-01	2.02E+00	6.08E-01	1.49E+00	1.29E+00	6.14E-01	4.66E-01
TCGA-50-5044	3.49E-01	4.67E-01	6.84E-01	1.29E+00	1.28E+00	7.51E-01	5.02E-01	9.27E-01
TCGA-50-5045	4.32E+00	1.47E+00	4.29E+00	6.24E-01	2.12E+00	1.26E+00	3.09E-01	3.04E-01
TCGA-50-5049	8.57E+00	2.97E+00	8.90E+00	1.19E+00	5.40E+00	3.80E+00	2.94E-01	6.78E-01
TCGA-50-5051	1.39E+00	6.46E-01	1.85E+00	4.59E-01	1.61E+00	1.03E+00	8.36E-01	4.02E-01
TCGA-50-5055	6.08E-02	0.00E+00	2.78E-01	2.31E-01	2.75E-01	3.04E-01	4.55E-01	2.94E-01
TCGA-50-5066	7.59E+00	1.52E+00	6.69E+00	1.17E+00	6.06E+00	3.16E+00	1.21E+00	2.37E+00
TCGA-50-5068	1.33E+00	4.31E-01	1.58E+00	4.02E-01	1.13E+00	1.03E+00	8.03E-01	4.14E-01
TCGA-50-5072	2.30E+00	8.81E-01	2.28E+00	7.85E-01	2.09E+00	1.32E+00	7.52E-01	9.29E-01
TCGA-50-5930	1.27E+01	4.24E+00	1.42E+01	1.30E+00	7.14E+00	3.18E+00	1.26E+00	1.05E+00
TCGA-50-5931	2.93E+00	1.39E+00	3.28E+00	7.18E-01	2.33E+00	2.16E+00	7.87E-01	2.20E-01
TCGA-50-5932	1.52E+00	6.19E-01	1.67E+00	2.35E-01	1.11E+00	5.41E-01	4.33E-01	6.18E-02
TCGA-50-5933	5.84E+00	1.74E+00	5.96E+00	1.28E+00	3.24E+00	1.88E+00	1.48E+00	1.04E+00
TCGA-50-5935	4.36E-01	0.00E+00	9.04E-01	8.71E-01	1.23E+00	1.09E+00	7.96E-01	5.61E-01
TCGA-50-5936	1.14E+00	3.24E-01	1.11E+00	9.95E-01	1.31E+00	7.45E-01	5.41E-01	9.42E-01
TCGA-50-5939	8.02E-01	1.96E-01	9.00E-01	6.88E-01	1.07E+00	1.05E+00	6.69E-01	1.03E+00
TCGA-50-5941	4.43E+00	1.37E+00	4.34E+00	9.89E-01	4.07E+00	2.60E+00	1.04E+00	8.59E-01
TCGA-50-5942	1.06E+00	3.85E-01	1.09E+00	1.40E-01	1.07E+00	6.70E-01	5.69E-01	6.76E-01
TCGA-50-5944	6.27E-01	2.55E-01	9.95E-01	4.55E-01	1.19E+00	6.38E-01	7.68E-01	4.06E-01
TCGA-50-5946	1.10E+01	3.57E+00	1.13E+01	3.39E+00	7.91E+00	4.89E+00	2.36E+00	2.70E+00
TCGA-50-6590	7.74E+00	2.89E+00	7.87E+00	2.35E+00	4.78E+00	3.24E+00	6.52E-01	1.73E+00
TCGA-50-6591	4.16E-01	3.30E-01	8.89E-01	4.02E-01	1.08E+00	6.71E-01	7.21E-01	5.43E-01
TCGA-50-6592	2.46E+00	8.84E-01	2.70E+00	1.09E+00	2.28E+00	2.05E+00	1.05E+00	1.24E+00
TCGA-50-6593	3.18E+00	1.26E+00	3.75E+00	7.52E-01	2.61E+00	1.89E+00	7.72E-01	1.37E+00
TCGA-50-6594	6.21E+00	2.11E+00	6.51E+00	1.11E+00	3.55E+00	2.08E+00	9.37E-01	9.73E-01
TCGA-50-6595	9.20E-01	4.27E-01	1.23E+00	7.90E-01	1.36E+00	1.06E+00	6.98E-01	6.29E-01
TCGA-50-6597	3.60E-01	9.15E-02	6.17E-01	5.74E-01	9.26E-01	5.37E-01	8.29E-01	8.43E-01
TCGA-50-6673	4.13E-01	6.13E-01	4.96E-01	4.10E-01	8.78E-01	8.12E-01	6.80E-01	5.56E-01
TCGA-50-7109	3.24E+00	8.85E-01	3.30E+00	6.02E-01	2.56E+00	1.53E+00	1.00E+00	5.66E-01
TCGA-50-8457	8.87E-01	3.46E-01	9.67E-01	3.90E-01	1.04E+00	7.40E-01	6.19E-01	4.15E-01
TCGA-50-8459	1.77E+00	5.43E-01	1.85E+00	3.84E-01	1.06E+00	7.41E-01	6.44E-01	4.71E-01
TCGA-50-8460	5.49E-02	1.82E-01	3.92E-01	3.50E-01	5.04E-01	5.28E-01	5.49E-01	6.31E-01
TCGA-53-7624	7.28E+00	2.24E+00	6.96E+00	2.20E+00	5.05E+00	3.20E+00	1.44E+00	1.62E+00
TCGA-53-7626	1.31E+01	1.36E+01	3.89E+00	1.07E+00	2.16E+00	1.62E+00	3.20E-01	5.91E-01
TCGA-53-7813	2.28E+00	7.15E-01	2.28E+00	2.29E-01	1.60E+00	1.21E+00	6.83E-01	4.60E-01
TCGA-53-A4EZ	5.55E+00	2.32E+00	5.99E+00	1.01E+00	4.44E+00	2.33E+00	1.23E+00	1.25E+00
TCGA-55-1592	4.87E+00	1.50E+00	4.75E+00	1.48E+00	4.48E+00	3.83E+00	1.42E+00	1.91E+00
TCGA-55-1594	1.52E+00	4.69E-01	1.68E+00	1.24E+00	1.87E+00	1.14E+00	9.57E-01	1.07E+00
TCGA-55-1595	4.06E+00	1.46E+00	4.31E+00	6.86E-01	2.63E+00	1.76E+00	8.46E-01	8.77E-01
TCGA-55-1596	1.95E+00	8.82E-01	2.38E+00	4.53E-01	2.46E+00	1.98E+00	8.15E-01	8.66E-01
TCGA-55-5899	4.36E+00	1.60E+00	4.66E+00	1.82E+00	2.64E+00	1.87E+00	1.19E+00	1.10E+00
TCGA-55-6543	2.43E-02	1.33E-01	2.89E-01	1.99E-01	3.48E-01	3.50E-01	3.45E-01	2.84E-01
TCGA-55-6642	1.85E+00	1.02E+00	1.82E+00	4.75E-01	1.31E+00	7.55E-01	7.69E-01	4.82E-01
TCGA-55-6712	1.06E+00	4.85E-01	1.22E+00	1.23E+00	1.32E+00	9.12E-01	7.96E-01	8.41E-01
TCGA-55-6968	3.03E+00	1.00E+00	2.94E+00	4.33E+00	4.01E+00	1.53E+00	8.13E-01	2.72E+00
TCGA-55-6969	4.87E+00	2.17E+00	5.48E+00	9.11E-01	3.87E+00	2.38E+00	4.31E-01	1.42E+00
TCGA-55-6970	2.86E+00	8.18E-01	2.73E+00	5.43E-01	1.71E+00	1.17E+00	6.63E-01	4.66E-01
TCGA-55-6971	2.61E+00	2.51E+00	1.50E+00	3.98E-01	1.33E+00	9.98E-01	4.53E-01	5.56E-01
TCGA-55-6972	3.03E+00	1.03E+00	3.13E+00	2.36E+00	2.97E+00	1.37E+00	9.06E-01	1.54E+00
TCGA-55-6975	1.25E+00	4.57E-01	1.18E+00	4.70E-01	9.79E-01	8.43E-01	6.02E-01	5.91E-01
TCGA-55-6978	6.67E-01	6.95E-01	7.27E-01	0.00E+00	7.19E-01	5.97E-01	5.35E-01	4.93E-01
TCGA-55-6979	8.46E+00	7.93E+00	1.40E+00	1.06E+00	1.37E+00	8.56E-01	6.50E-02	2.10E-01
TCGA-55-6980	2.74E-01	4.39E-01	3.28E-01	4.00E-02	5.11E-01	4.10E-01	3.79E-01	2.44E-01
TCGA-55-6981	2.73E+00	2.71E+00	2.78E-01	3.90E-01	5.39E-01	6.65E-01	7.42E-01	3.71E-01
TCGA-55-6982	5.83E-01	7.00E-01	9.27E-01	2.14E+00	2.09E+00	1.01E+00	9.34E-01	1.62E+00
TCGA-55-6983	1.49E+00	6.70E-01	1.63E+00	3.67E-01	1.35E+00	1.04E+00	8.62E-01	4.96E-01
TCGA-55-6984	3.97E-01	4.87E-01	5.29E-01	1.36E-01	6.09E-01	3.28E-01	5.16E-01	1.73E-01
TCGA-55-6985	5.33E+00	1.89E+00	5.29E+00	7.15E-01	3.74E+00	2.30E+00	1.06E+00	6.33E-01
TCGA-55-6986	1.82E-01	2.55E-01	2.90E-01	1.48E-01	5.09E-01	4.33E-01	5.91E-01	4.11E-02
TCGA-55-6987	2.86E+00	9.70E-01	2.83E+00	1.12E+00	1.62E+00	1.23E+00	6.84E-01	7.98E-01
TCGA-55-7227	1.98E+00	7.33E-01	2.28E+00	5.51E-01	1.75E+00	1.19E+00	8.09E-01	9.03E-01
TCGA-55-7281	1.33E+01	2.95E+00	1.51E+01	1.61E+00	1.06E+01	4.75E+00	1.62E+00	1.52E+00
TCGA-55-7283	4.39E+00	1.67E+00	5.36E+00	1.67E+00	4.63E+00	2.89E+00	2.37E+00	2.02E+00
TCGA-55-7284	1.39E-01	0.00E+00	4.63E-01	1.17E-01	4.98E-01	4.71E-01	6.59E-01	4.91E-01
TCGA-55-7570	7.84E+00	1.56E+00	7.62E+00	2.09E+00	7.07E+00	4.41E+00	1.57E+00	1.79E+00
TCGA-55-7573	8.78E-01	3.22E-01	1.01E+00	4.22E-01	9.20E-01	6.89E-01	3.93E-01	5.75E-01
TCGA-55-7574	5.14E+00	1.03E+00	6.04E+00	3.10E+00	5.90E+00	2.58E+00	6.00E-01	1.60E+00
TCGA-55-7576	7.26E+00	1.90E+00	8.36E+00	1.40E+00	6.23E+00	4.06E+00	2.28E+00	1.65E+00
TCGA-55-7724	2.12E+00	7.32E-01	2.49E+00	9.32E-01	2.53E+00	2.13E+00	1.09E+00	9.34E-01
TCGA-55-7725	1.96E+00	7.27E-01	2.23E+00	3.38E-01	1.23E+00	1.13E+00	5.89E-01	3.61E-01
TCGA-55-7726	7.16E-01	3.15E-01	9.32E-01	9.89E-01	1.10E+00	7.80E-01	7.50E-01	6.57E-01
TCGA-55-7727	2.37E+00	8.04E-01	2.50E+00	1.75E+00	2.42E+00	1.52E+00	9.29E-01	1.34E+00
TCGA-55-7728	1.89E+00	6.02E-01	2.11E+00	3.44E-01	1.25E+00	4.19E-01	5.94E-01	2.97E-02
TCGA-55-7815	2.15E+00	7.02E-01	2.40E+00	5.05E-01	1.81E+00	8.62E-01	8.12E-01	6.54E-01
TCGA-55-7816	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-02	0.00E+00	2.00E-02	0.00E+00
TCGA-55-7903	1.51E+00	8.42E-01	1.49E+00	8.11E-01	1.76E+00	1.36E+00	8.42E-01	8.77E-01
TCGA-55-7907	1.09E+01	3.26E+00	1.18E+01	2.65E+00	6.35E+00	3.07E+00	1.47E+00	1.63E+00
TCGA-55-7910	3.83E+00	1.31E+00	4.03E+00	6.03E-01	2.62E+00	1.62E+00	1.05E+00	3.61E-01
TCGA-55-7911	2.90E+00	8.37E-01	2.88E+00	7.70E-01	2.54E+00	1.44E+00	8.47E-01	6.76E-01
TCGA-55-7913	3.92E+00	1.28E+00	3.95E+00	1.03E+00	2.79E+00	1.89E+00	1.07E+00	8.45E-01
TCGA-55-7914	1.97E+00	6.99E-01	2.09E+00	6.31E-01	1.66E+00	1.37E+00	9.98E-01	6.48E-01
TCGA-55-7994	1.44E+01	4.42E+00	1.44E+01	2.02E+00	8.37E+00	5.19E+00	2.03E+00	1.72E+00
TCGA-55-7995	5.80E+00	2.06E+00	5.71E+00	1.66E+00	4.52E+00	3.03E+00	9.46E-01	1.72E+00
TCGA-55-8085	2.51E+00	8.57E-01	2.80E+00	1.63E+00	2.05E+00	1.05E+00	1.11E+00	1.27E+00
TCGA-55-8087	2.66E-01	1.28E-01	4.31E-01	3.95E-01	5.03E-01	4.62E-01	5.56E-01	2.13E-01
TCGA-55-8089	1.08E+01	2.89E+00	1.10E+01	4.71E+00	6.48E+00	2.51E+00	1.67E+00	3.27E+00
